data,fraction,imp_method,ad_method,f1_before,f1_after,recall_before,recall_after,precision_before,precision_after,accuracy_before,accuracy_after,rmse,mae,mape,exec_time
nyc_taxi,0.1,INTERPOLATION,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8994186046511627,0.0067563614793847,0.0014404262233687,139199280.63014078,1
nyc_taxi,0.1,INTERPOLATION,Variance Based Method,0.14375,0.1463414634146341,0.2,0.2028985507246377,0.1121951219512195,0.1144414168937329,0.7610465116279069,0.7625968992248062,0.0067563614793847,0.0014404262233687,139199280.63014078,0
nyc_taxi,0.1,GAIN,Hotelling T2,0.0560224089635854,0.0057526366251198,0.0289855072463768,0.0028985507246376,0.8333333333333334,0.375,0.9020348837209302,0.899515503875969,0.1056552731957061,0.0288796214349293,44042120080.47346,0
nyc_taxi,0.1,GAIN,One-Class SVM,0.1743101807802093,0.1814905814905815,0.442512077294686,0.5352657004830917,0.1085308056872037,0.1092702169625246,0.5795542635658915,0.5157945736434109,0.1056552731957061,0.0288796214349293,44042120080.47346,9
nyc_taxi,0.1,GAIN,Isolation Forest,0.1684414327202323,0.1606192549588776,0.1681159420289855,0.1603864734299517,0.1687681862269641,0.1608527131782945,0.8335271317829457,0.8318798449612403,0.1056552731957061,0.0288796214349293,44042120080.47346,2
nyc_taxi,0.1,GAIN,LOF,0.1342434584755404,0.1126279863481228,0.1140096618357487,0.0956521739130434,0.1632088520055325,0.1369294605809128,0.8525193798449613,0.8488372093023255,0.1056552731957061,0.0288796214349293,44042120080.47346,1
nyc_taxi,0.1,GAIN,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8993217054263566,0.1056552731957061,0.0288796214349293,44042120080.47346,1
nyc_taxi,0.1,GAIN,Variance Based Method,0.14375,0.1218705715635333,0.2,0.1246376811594203,0.1121951219512195,0.1192236598890942,0.7610465116279069,0.8198643410852713,0.1056552731957061,0.0288796214349293,44042120080.47346,0
nyc_taxi,0.1,KNN,Hotelling T2,0.0560224089635854,0.0888888888888888,0.0289855072463768,0.0560386473429951,0.8333333333333334,0.2148148148148148,0.9020348837209302,0.8847868217054263,0.0566365667086983,0.0147088798470285,168619823113.13617,0
nyc_taxi,0.1,KNN,One-Class SVM,0.1743101807802093,0.1702041641398827,0.442512077294686,0.4067632850241546,0.1085308056872037,0.1076175869120654,0.5795542635658915,0.6022286821705426,0.0566365667086983,0.0147088798470285,168619823113.13617,9
nyc_taxi,0.1,KNN,Isolation Forest,0.1664247701983551,0.1548137397194001,0.166183574879227,0.1545893719806763,0.1666666666666666,0.1550387596899224,0.8330426356589147,0.8307170542635659,0.0566365667086983,0.0147088798470285,168619823113.13617,2
nyc_taxi,0.1,KNN,LOF,0.1342434584755404,0.1172453044963005,0.1140096618357487,0.0995169082125603,0.1632088520055325,0.1426592797783933,0.8525193798449613,0.8497093023255814,0.0566365667086983,0.0147088798470285,168619823113.13617,1
nyc_taxi,0.1,KNN,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8993217054263566,0.0566365667086983,0.0147088798470285,168619823113.13617,1
nyc_taxi,0.1,KNN,Variance Based Method,0.14375,0.1443507588532883,0.2,0.2067632850241545,0.1121951219512195,0.110880829015544,0.7610465116279069,0.7541666666666667,0.0566365667086983,0.0147088798470285,168619823113.13617,0
nyc_taxi,0.1,miceforest,Hotelling T2,0.0560224089635854,0.0057526366251198,0.0289855072463768,0.0028985507246376,0.8333333333333334,0.375,0.9020348837209302,0.899515503875969,0.1082045220593917,0.0296399302177702,26280824182.018776,0
nyc_taxi,0.1,miceforest,One-Class SVM,0.1743101807802093,0.1679626749611197,0.442512077294686,0.417391304347826,0.1085308056872037,0.1051350693599415,0.5795542635658915,0.5852713178294574,0.1082045220593917,0.0296399302177702,26280824182.018776,9
nyc_taxi,0.1,miceforest,Isolation Forest,0.1636011616650532,0.1654571843251088,0.1632850241545893,0.1652173913043478,0.1639185257032007,0.1656976744186046,0.8325581395348837,0.8328488372093024,0.1082045220593917,0.0296399302177702,26280824182.018776,2
nyc_taxi,0.1,miceforest,LOF,0.1342434584755404,0.1285551763367463,0.1140096618357487,0.1091787439613526,0.1632088520055325,0.1562932226832641,0.8525193798449613,0.8515503875968993,0.1082045220593917,0.0296399302177702,26280824182.018776,1
nyc_taxi,0.1,miceforest,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8992248062015504,0.1082045220593917,0.0296399302177702,26280824182.018776,1
nyc_taxi,0.1,miceforest,Variance Based Method,0.14375,0.1331220285261489,0.2,0.1623188405797101,0.1121951219512195,0.1128274009402283,0.7610465116279069,0.787984496124031,0.1082045220593917,0.0296399302177702,26280824182.018776,0
nyc_taxi,0.2,MEAN,Hotelling T2,0.0560224089635854,0.1073170731707317,0.0289855072463768,0.0850241545893719,0.8333333333333334,0.1454545454545454,0.9020348837209302,0.858139534883721,0.0798078739492465,0.029294769451868,168649742565.84103,0
nyc_taxi,0.2,MEAN,One-Class SVM,0.1743101807802093,0.1679880008570816,0.442512077294686,0.378743961352657,0.1085308056872037,0.1079295154185022,0.5795542635658915,0.6237403100775194,0.0798078739492465,0.029294769451868,168649742565.84103,9
nyc_taxi,0.2,MEAN,Isolation Forest,0.1654571843251088,0.1635220125786163,0.1652173913043478,0.1632850241545893,0.1656976744186046,0.1637596899224806,0.8328488372093024,0.8324612403100775,0.0798078739492465,0.029294769451868,168649742565.84103,2
nyc_taxi,0.2,MEAN,LOF,0.1342434584755404,0.1092771770062606,0.1140096618357487,0.0927536231884058,0.1632088520055325,0.1329639889196676,0.8525193798449613,0.8483527131782945,0.0798078739492465,0.029294769451868,168649742565.84103,2
nyc_taxi,0.2,MEAN,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8993217054263566,0.0798078739492465,0.029294769451868,168649742565.84103,1
nyc_taxi,0.2,MEAN,Variance Based Method,0.14375,0.1471571906354515,0.2,0.2125603864734299,0.1121951219512195,0.1125319693094629,0.7610465116279069,0.752906976744186,0.0798078739492465,0.029294769451868,168649742565.84103,0
nyc_taxi,0.2,MODE,Hotelling T2,0.0560224089635854,0.1106628242074928,0.0289855072463768,0.0927536231884058,0.8333333333333334,0.1371428571428571,0.9020348837209302,0.850484496124031,0.086472090068638,0.0291296289299216,200257653078.15588,0
nyc_taxi,0.2,MODE,One-Class SVM,0.1743101807802093,0.1711575770640224,0.442512077294686,0.3835748792270531,0.1085308056872037,0.1101553829078801,0.5795542635658915,0.627422480620155,0.086472090068638,0.0291296289299216,200257653078.15588,9
nyc_taxi,0.2,MODE,Isolation Forest,0.1664247701983551,0.1509433962264151,0.166183574879227,0.1507246376811594,0.1666666666666666,0.1511627906976744,0.8330426356589147,0.8299418604651163,0.086472090068638,0.0291296289299216,200257653078.15588,2
nyc_taxi,0.2,MODE,LOF,0.1342434584755404,0.0921501706484641,0.1140096618357487,0.0782608695652174,0.1632088520055325,0.1120331950207468,0.8525193798449613,0.8453488372093023,0.086472090068638,0.0291296289299216,200257653078.15588,2
nyc_taxi,0.2,MODE,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8994186046511627,0.086472090068638,0.0291296289299216,200257653078.15588,1
nyc_taxi,0.2,MODE,Variance Based Method,0.14375,0.1535255296978117,0.2,0.2135265700483092,0.1121951219512195,0.1198481561822125,0.7610465116279069,0.7638565891472868,0.086472090068638,0.0291296289299216,200257653078.15588,0
nyc_taxi,0.2,MEDIAN,Hotelling T2,0.0560224089635854,0.1080139372822299,0.0289855072463768,0.0898550724637681,0.8333333333333334,0.1353711790393013,0.9020348837209302,0.8511627906976744,0.0822018791824261,0.0283609769465853,187000313591.4421,0
nyc_taxi,0.2,MEDIAN,One-Class SVM,0.1743101807802093,0.16865926558497,0.442512077294686,0.3816425120772946,0.1085308056872037,0.1082488352973417,0.5795542635658915,0.6226744186046511,0.0822018791824261,0.0283609769465853,187000313591.4421,17
nyc_taxi,0.2,MEDIAN,Isolation Forest,0.1596516690856313,0.1528785679729076,0.1594202898550724,0.1526570048309178,0.1598837209302325,0.1531007751937984,0.8316860465116279,0.830329457364341,0.0822018791824261,0.0283609769465853,187000313591.4421,3
nyc_taxi,0.2,MEDIAN,LOF,0.1342434584755404,0.0841865756541524,0.1140096618357487,0.0714975845410628,0.1632088520055325,0.1023513139695712,0.8525193798449613,0.8439922480620154,0.0822018791824261,0.0283609769465853,187000313591.4421,2
nyc_taxi,0.2,MEDIAN,ChangeFinder,0.0,0.0,0.0,0.0,0.0,0.0,0.8994186046511627,0.8993217054263566,0.0822018791824261,0.0283609769465853,187000313591.4421,2
nyc_taxi,0.2,MEDIAN,Variance Based Method,0.14375,0.1523874026413816,0.2,0.217391304347826,0.1121951219512195,0.1173096976016684,0.7610465116279069,0.7574612403100776,0.0822018791824261,0.0283609769465853,187000313591.4421,0
nyc_taxi,0.2,INTERPOLATION,Hotelling T2,0.0560224089635854,0.0613382899628252,0.0289855072463768,0.0318840579710144,0.8333333333333334,0.8048780487804879,0.9020348837209302,0.9021317829457364,0.0099199503578823,0.0031426491175099,139199280.63692084,0
nyc_taxi,0.2,INTERPOLATION,One-Class SVM,0.1743101807802093,0.1863376910329589,0.442512077294686,0.4888888888888889,0.1085308056872037,0.1151046405823476,0.5795542635658915,0.5718023255813953,0.0099199503578823,0.0031426491175099,139199280.63692084,18
